Year,Month,Transect#,ON/OFF,Stipes,Nereocystis,Pterogophora,Lami. Sech,Avg Temp
2008,September,80,,10,,,,
2008,September,80,,40,,,,
2008,September,80,,62,,,,
2008,September,80,,12,,,,
2008,September,80,,13,,,,
2008,September,80,,,0,,,
2008,September,90,OFF,1,,,,
2008,September,90,,2,,,,
2008,September,90,,1,,,,
2008,September,90,,1,,,,
2008,September,90,,2,,,,
2008,September,90,,1,,,,
2008,September,90,,5,,,,
2008,September,90,,37,,,,
2008,September,90,,5,,,,
2008,September,90,,,0,,,
2008,September,90,OFF,26,,,,
2008,September,90,,2,,,,
2008,September,90,,2,,,,
2008,September,90,,16,,,,
2008,September,90,,7,,,,
2008,September,90,,9,,,,
2008,September,90,,,1,,,
2008,September,110,OFF,10,,,,
2008,September,110,,30,,,,
2008,September,110,,16,,,,
2008,September,110,,4,,,,
2008,September,110,,16,,,,
2008,September,110,,18,,,,
2008,September,110,,19,,,,
2008,September,110,,9,,,,
2008,September,110,,8,,,,
2008,September,110,,4,,,,
2008,September,110,,5,,,,
2008,September,110,,13,,,,
2008,September,110,,9,,,,
2008,September,110,,27,,,,
2008,September,110,,8,,,,
2008,September,110,,,0,,,
2008,September,110,OFF,24,,,,
2008,September,110,,9,,,,
2008,September,110,,24,,,,
2008,September,110,,13,,,,
2008,September,110,,17,,,,
2008,September,110,,12,,,,
2008,September,110,,11,,,,
2008,September,110,,25,,,,
2008,September,110,,10,,,,
2008,September,110,,19,,,,
2008,September,110,,30,,,,
2008,September,110,,12,,,,
2008,September,110,,2,,,,
2008,September,110,,5,,,,
2008,September,110,,6,,,,
2008,September,110,,3,,,,
2008,September,110,,14,,,,
2008,September,110,,19,,,,
2008,September,110,,17,,,,
2008,September,110,,19,,,,
2008,September,110,,33,,,,
2008,September,110,,13,,,,
2008,September,110,,,0,,,
2008,September,120,ON,13,,,,
2008,September,120,,47,,,,
2008,September,120,,23,,,,
2008,September,120,,19,,,,
2008,September,120,,45,,,,
2008,September,120,,15,,,,
2008,September,120,,10,,,,
2008,September,120,,,0,,,
2008,September,120,ON,21,,,,
2008,September,120,,34,,,,
2008,September,120,,7,,,,
2008,September,120,,9,,,,
2008,September,120,,11,,,,
2008,September,120,,6,,,,
2008,September,120,,26,,,,
2008,September,120,,,0,,,
2008,September,130,OFF,19,,,,
2008,September,130,,1,,,,
2008,September,130,,14,,,,
2008,September,130,,12,,,,
2008,September,130,,15,,,,
2008,September,130,,6,,,,
2008,September,130,,21,,,,
2008,September,130,,21,,,,
2008,September,130,,11,,,,
2008,September,130,,36,,,,
2008,September,130,,14,,,,
2008,September,130,,3,,,,
2008,September,130,,24,,,,
2008,September,130,,4,,,,
2008,September,130,,3,,,,
2008,September,130,,20,,,,
2008,September,130,OFF,26,,,,
2008,September,130,,15,,,,
2008,September,130,,8,,,,
2008,September,130,,20,,,,
2008,September,130,,11,,,,
2008,September,130,,16,,,,
2008,September,130,,15,,,,
2008,September,130,,3,,,,
2008,September,130,,4,,,,
2008,September,130,,8,,,,
2008,September,130,,3,,,,
2008,September,130,,1,,,,
2008,September,130,,6,,,,
2008,September,130,,5,,,,
2008,September,130,,6,,,,
2008,September,130,,9,,,,
2008,September,130,,18,,,,
2008,September,130,,7,,,,
2008,September,130,,4,,,,
2008,September,130,,11,,,,
2008,September,130,,9,,,,
2008,September,130,,10,,,,
2008,September,130,,3,,,,
2008,September,130,,25,,,,
2008,September,130,,13,,,,
2008,September,130,,,1,,,
2008,September,140,ON,32,,,,
2008,September,140,,3,,,,
2008,September,140,,9,,,,
2008,September,140,,28,,,,
2008,September,140,,3,,,,
2008,September,140,,22,,,,
2008,September,140,,,0,,,
2008,September,140,ON,8,,,,
2008,September,140,,24,,,,
2008,September,140,,6,,,,
2008,September,140,,15,,,,
2008,September,140,,36,,,,
2008,September,140,,16,,,,
2008,September,140,,,0,,,
2008,September,150,OFF,9,,,,
2008,September,150,,10,,,,
2008,September,150,,1,,,,
2008,September,150,,7,,,,
2008,September,150,,7,,,,
2008,September,150,,2,,,,
2008,September,150,,6,,,,
2008,September,150,,7,,,,
2008,September,150,,4,,,,
2008,September,150,,6,,,,
2008,September,150,,27,,,,
2008,September,150,,18,,,,
2008,September,150,,6,,,,
2008,September,150,,,0,,,
2008,September,150,OFF,6,,,,
2008,September,150,,11,,,,
2008,September,150,,12,,,,
2008,September,150,,10,,,,
2008,September,150,,17,,,,
2008,September,150,,20,,,,
2008,September,150,,11,,,,
2008,September,150,,4,,,,
2008,September,150,,25,,,,
2008,September,150,,15,,,,
2008,September,150,,21,,,,
2008,September,150,,12,,,,
2008,September,150,,11,,,,
2008,September,150,,5,,,,
2008,September,150,,6,,,,
2008,September,150,,12,,,,
2008,September,150,,,0,,,
2008,September,160,ON,19,,,,
2008,September,160,,14,,,,
2008,September,160,,20,,,,
2008,September,160,,1,,,,
2008,September,160,,33,,,,
2008,September,160,,22,,,,
2008,September,160,,23,,,,
2008,September,160,,21,,,,
2008,September,160,,61,,,,
2008,September,160,,13,,,,
2008,September,160,,8,,,,
2008,September,160,,8,,,,
2008,September,160,,16,,,,
2008,September,160,,28,,,,
2008,September,160,,,0,,,
2008,September,160,ON,17,,,,
2008,September,160,,1,,,,
2008,September,160,,18,,,,
2008,September,160,,1,,,,
2008,September,160,,18,,,,
2008,September,160,,29,,,,
2008,September,160,,26,,,,
2008,September,160,,27,,,,
2008,September,160,,21,,,,
2008,September,160,,18,,,,
2008,September,160,,3,,,,
2008,September,160,,8,,,,
2008,September,160,,12,,,,
2008,September,160,,18,,,,
2008,September,160,,12,,,,
2008,September,160,,13,,,,
2008,September,160,,17,,,,
2008,September,160,,,0,,,
2009,June,50,OFF,27,,,,13.4
2009,June,50,,80,,,,
2009,June,50,,,,,,
2009,June,60,ON,2,,,,
2009,June,60,,2,0,,,
2009,June,60,,1,,,,
2009,June,60,,2,,,,
2009,June,60,,2,,,,
2009,June,60,,43,,,,
2009,June,60,,53,,,,
2009,June,60,,7,,,,
2009,June,60,,39,0,,,
2009,June,60,,39,,,,
2009,June,60,,61,,,,
2009,June,60,,1,,,,
2009,June,60,,1,,,,
2009,June,60,,2,,,,
2009,June,60,,54,,,,
2009,June,60,,102,,,,
2009,June,60,,1,,,,
2009,June,60,,41,,,,
2009,June,60,,48,,,,
2009,June,60,,42,,,,
2009,June,60,,,,,,
2009,June,70,OFF,4,,,,
2009,June,70,,3,,,,
2009,June,70,,1,,,,
2009,June,70,,6,,,,
2009,June,70,,,,,,
2009,June,80,ON,72,,,,
2009,June,80,,58,,,,
2009,June,80,,19,,,,
2009,June,80,,59,,,,
2009,June,80,,25,,,,
2009,June,80,,32,,,,
2009,June,80,,,,,,
2009,June,90,OFF,12,,,,
2009,June,90,,16,,,,
2009,June,90,,32,,,,
2009,June,90,,40,,,,
2009,June,90,,7,,,,
2009,June,90,,14,,,,
2009,June,90,,13,,,,
2009,June,90,,4,,,,
2009,June,90,,24,,,,
2009,June,90,,13,,,,
2009,June,90,,6,0,,,
2009,June,90,,12,,,,
2009,June,90,,29,,,,
2009,June,90,,14,,,,
2009,June,90,,14,,,,
2009,June,90,,5,,,,
2009,June,90,,10,,,,
2009,June,90,,26,,,,
2009,June,90,,26,0,,,
2009,June,90,,22,,,,
2009,June,90,,14,,,,
2009,June,90,,10,,,,
2009,June,90,,10,,,,
2009,June,90,,22,,,,
2009,June,90,,19,,,,
2009,June,90,,21,,,,
2009,June,90,,25,,,,
2009,June,90,,29,,,,
2009,June,90,,29,,,,
2009,June,90,,26,,,,
2009,June,90,,5,,,,
2009,June,90,,15,,,,
2009,June,90,,40,,,,
2009,June,90,,28,,,,
2009,June,90,,,,,,
2009,June,100,ON,22,,,,
2009,June,100,,32,,,,
2009,June,100,,27,,,,
2009,June,100,,12,,,,
2009,June,100,,22,,,,
2009,June,100,,30,,,,
2009,June,100,,10,,,,
2009,June,100,,,,,,
2009,June,110,OFF,40,,,,
2009,June,110,,22,,,,
2009,June,110,,47,,,,
2009,June,110,,41,,,,
2009,June,110,,17,0,,,
2009,June,110,,14,,,,
2009,June,110,,25,,,,
2009,June,110,,32,,,,
2009,June,110,,34,,,,
2009,June,110,,30,,,,
2009,June,110,,8,,,,
2009,June,110,,33,,,,
2009,June,110,,41,,,,
2009,June,110,,30,,,,
2009,June,110,,15,,,,
2009,June,110,,27,,,,
2009,June,110,,17,,,,
2009,June,110,,35,,,,
2009,June,110,,0,,,,
2009,June,120,ON,10,,,,
2009,June,120,,37,,,,
2009,June,120,,26,,,,
2009,June,120,,12,,,,
2009,June,120,,32,,,,
2009,June,120,,33,,,,
2009,June,120,,25,0,,,
2009,June,120,,30,,,,
2009,June,120,,34,,,,
2009,June,120,,,,,,
2009,June,130,OFF,2,,,,
2009,June,130,,13,,,,
2009,June,130,,16,,,,
2009,June,130,,15,,,,
2009,June,130,,18,,,,
2009,June,130,,24,,,,
2009,June,130,,19,,,,
2009,June,130,,9,,,,
2009,June,130,,11,,,,
2009,June,130,,38,,,,
2009,June,130,,11,,,,
2009,June,130,,33,,,,
2009,June,130,,22,,,,
2009,June,130,,20,,,,
2009,June,130,,41,,,,
2009,June,130,,25,,,,
2009,June,130,,27,0,,,
2009,June,130,,41,,,,
2009,June,130,,29,,,,
2009,June,130,,18,,,,
2009,June,130,,,,,,
2009,June,140,ON,41,,,,
2009,June,140,,1,,,,
2009,June,140,,13,,,,
2009,June,140,,10,,,,
2009,June,140,,13,,,,
2009,June,140,,15,,,,
2009,June,140,,10,,,,
2009,June,140,,14,,,,
2009,June,140,,45,,,,
2009,June,140,,15,,,,
2009,June,140,,32,,,,
2009,June,140,,47,,,,
2009,June,140,,42,,,,
2009,June,140,,16,,,,
2009,June,140,,22,,,,
2009,June,140,,16,,,,
2009,June,140,,48,,,,
2009,June,140,,1,,,,
2009,June,140,,46,,,,
2009,June,140,,,,,,
2009,June,150,OFF,2,,,,
2009,June,150,,25,,,,
2009,June,150,,31,,,,
2009,June,150,,2,,,,
2009,June,150,,3,,,,
2009,June,150,,5,,,,
2009,June,150,,12,,,,
2009,June,150,,27,,,,
2009,June,150,,2,,,,
2009,June,150,,16,,,,
2009,June,150,,46,,,,
2009,June,150,,2,,,,
2009,June,150,,1,,,,
2009,June,150,,24,,,,
2009,June,150,,35,,,,
2009,June,150,,18,,,,
2009,June,150,,27,,,,
2009,June,150,,34,,,,
2009,June,150,,18,,,,
2009,June,150,,13,,,,
2009,June,150,,,,,,
2009,June,160,ON,40,,,,
2009,June,160,,2,,,,
2009,June,160,,41,,,,
2009,June,160,,1,,,,
2009,June,160,,19,,,,
2009,June,160,,64,,,,
2009,June,160,,1,,,,
2009,June,160,,1,,,,
2009,June,160,,2,,,,
2009,June,160,,1,,,,
2009,June,160,,2,,,,
2009,June,160,,44,,,,
2009,June,160,,49,,,,
2009,June,160,,1,,,,
2009,June,160,,11,,,,
2009,June,160,,,,,,
2009,September,130,OFF,34,,,,13
2009,September,130,OFF,22,,,,
2009,September,130,OFF,32,,,,
2009,September,130,OFF,15,,,,
2009,September,130,OFF,12,,,,
2009,September,130,OFF,15,,,,
2009,September,130,OFF,43,,,,
2009,September,130,OFF,23,,,,
2009,September,130,OFF,7,,,,
2009,September,130,OFF,12,,,,
2009,September,130,OFF,6,,,,
2009,September,130,OFF,12,,,,
2009,September,130,OFF,,,,,
2009,September,130,OFF,,,,,
2009,September,80,ON,19,,,,
2009,September,80,ON,14,,,,
2009,September,80,ON,15,,,,
2009,September,80,ON,12,,,,
2009,September,80,ON,8,,,,
2009,September,80,ON,12,,,,
2009,September,80,ON,3,,,,
2009,September,80,ON,,,,,
2009,September,150,OFF,10,,,,
2009,September,150,OFF,21,,,,
2009,September,150,OFF,20,,,,
2009,September,150,OFF,21,,,,
2009,September,150,OFF,11,,,,
2009,September,150,OFF,12,,,,
2009,September,150,OFF,,,,,
2009,September,60,ON,15,,,,
2009,September,60,ON,44,,,,
2009,September,60,ON,11,,,,
2009,September,60,ON,28,,,,
2009,September,60,ON,2,,,,
2009,September,60,ON,17,,,,
2009,September,60,ON,,,,,
2009,September,60,ON,,,,,
2009,September,110,OFF,10,,,,
2009,September,110,OFF,12,,,,
2009,September,110,OFF,6,,,,
2009,September,110,OFF,12,,,,
2009,September,110,OFF,1,,,,
2009,September,110,OFF,22,,,,
2009,September,110,OFF,19,,,,
2009,September,110,OFF,12,,,,
2009,September,110,OFF,7,,,,
2009,September,110,OFF,30,,,,
2009,September,110,OFF,5,,,,
2009,September,110,OFF,9,,,,
2009,September,110,OFF,40,,,,
2009,September,110,OFF,14,,,,
2009,September,110,OFF,8,,,,
2009,September,110,OFF,24,,,,
2009,September,110,OFF,23,,,,
2009,September,110,OFF,23,,,,
2009,September,110,OFF,14,,,,
2009,September,110,OFF,16,,,,
2009,September,110,OFF,11,,,,
2009,September,110,OFF,17,,,,
2009,September,110,OFF,8,,,,
2009,September,110,OFF,9,,,,
2009,September,110,OFF,20,,,,
2009,September,110,OFF,,,,,
2009,September,110,OFF,,,,,
2009,September,50,OFF,28,,,,
2009,September,50,OFF,3,,,,
2009,September,50,OFF,2,,,,
2009,September,50,OFF,11,,,,
2009,September,50,OFF,22,,,,
2009,September,50,OFF,43,,,,
2009,September,50,OFF,29,,,,
2009,September,50,OFF,,,,,
2009,September,50,OFF,,,,,
2009,September,90,OFF,5,,,,
2009,September,90,OFF,21,,,,
2009,September,90,OFF,4,,,,
2009,September,90,OFF,13,,,,
2009,September,90,OFF,11,,,,
2009,September,90,OFF,19,,,,
2009,September,90,OFF,20,,,,
2009,September,90,OFF,7,,,,
2009,September,90,OFF,10,,,,
2009,September,90,OFF,5,,,,
2009,September,90,OFF,36,,,,
2009,September,90,OFF,,,,,
2009,September,90,OFF,,,,,
2009,September,120,ON,23,,,,
2009,September,120,ON,22,,,,
2009,September,120,ON,7,,,,
2009,September,120,ON,20,,,,
2009,September,120,ON,27,,,,
2009,September,120,ON,,,,,
2009,September,70,OFF,25,,,,
2009,September,70,OFF,3,,,,
2009,September,70,OFF,50,,,,
2009,September,70,OFF,,,,,
2009,September,140,ON,22,,,,
2009,September,140,ON,31,,,,
2009,September,140,ON,24,,,,
2009,September,140,ON,,,,,
2009,September,140,ON,14,,,,
2009,September,140,ON,,,,,
2009,September,160,ON,15,,,,
2009,September,160,ON,,,,,
2009,September,160,ON,25,,,,
2009,September,160,ON,49,,,,
2009,September,160,ON,53,,,,
2009,September,160,ON,,,,,
2009,September,120,ON,17,,,,
2009,September,120,ON,18,,,,
2009,September,120,ON,41,,,,
2009,September,120,ON,22,,,,
2009,September,120,ON,22,,,,
2009,September,120,ON,18,,,,
2010,June,50,OFF,13,,,,11.3
2010,June,50,,18,,,,
2010,June,60,ON,1,,,,
2010,June,60,,12,,,,
2010,June,60,,14,,,,
2010,June,60,,,2,,,
2010,June,70,OFF,33,,,,
2010,June,70,,5,,,,
2010,June,70,,18,,,,
2010,June,70,,9,,,,
2010,June,70,,,3,,,
2010,June,80,ON,5,,,,
2010,June,80,,8,,,,
2010,June,80,,2,,,,
2010,June,80,,2,,,,
2010,June,80,,2,,,,
2010,June,80,,,4,,,
2010,June,90,OFF,5,,,,
2010,June,90,,6,,,,
2010,June,90,,3,,,,
2010,June,90,,2,,,,
2010,June,90,,,2,,,
2010,June,100,ON,2,,,,
2010,June,100,,2,,,,
2010,June,100,,5,,,,
2010,June,100,,,3,,,
2010,June,110,OFF,2,,,,
2010,June,110,,7,,,,
2010,June,110,,2,,,,
2010,June,110,,3,,,,
2010,June,110,,2,,,,
2010,June,110,,2,,,,
2010,June,110,,,13,,,
2010,June,120,ON,3,,,,
2010,June,120,,3,,,,
2010,June,120,,3,,,,
2010,June,120,,3,,,,
2010,June,120,,2,,,,
2010,June,120,,2,,,,
2010,June,120,,3,,,,
2010,June,120,,11,,,,
2010,June,120,,6,,,,
2010,June,120,,4,,,,
2010,June,120,,3,,,,
2010,June,120,,4,,,,
2010,June,120,,1,,,,
2010,June,120,,2,,,,
2010,June,120,,3,,,,
2010,June,120,,2,,,,
2010,June,120,,,9,,,
2010,June,140,ON,3,,,,
2010,June,140,,2,,,,
2010,June,140,,2,,,,
2010,June,140,,2,,,,
2010,June,140,,2,,,,
2010,June,140,,4,,,,
2010,June,140,,7,,,,
2010,June,140,,16,,,,
2010,June,140,,,5,,,
2010,June,130,OFF,2,,,,
2010,June,130,,,29,,,
2010,June,150,OFF,3,,,,
2010,June,150,,4,,,,
2010,June,150,,3,,,,
2010,June,150,,2,,,,
2010,June,150,,8,,,,
2010,June,150,,2,,,,
2010,June,150,,,16,,,
2010,June,160,ON,1,,,,
2010,June,160,,2,,,,
2010,June,160,,1,,,,
2010,June,160,,3,,,,
2010,June,160,,3,,,,
2010,June,160,,2,,,,
2010,June,160,,6,,,,
2010,June,160,,,16,,,
2010,September,50,OFF,5,,,,12.9
2010,September,50,OFF,5,,,,
2010,September,50,OFF,5,,,,
2010,September,50,OFF,5,,,,
2010,September,50,OFF,5,,,,
2010,September,50,,,0,,,
2010,September,60,ON,7,,,,
2010,September,60,,11,,,,
2010,September,60,,2,,,,
2010,September,60,,2,,,,
2010,September,60,,3,,,,
2010,September,60,,6,,,,
2010,September,60,,3,,,,
2010,September,60,,4,,,,
2010,September,60,,8,,,,
2010,September,60,,4,,,,
2010,September,60,,5,,,,
2010,September,60,,8,,,,
2010,September,60,,3,,,,
2010,September,60,,3,,,,
2010,September,60,,,3,,,
2010,September,70,OFF,17,,,,
2010,September,70,,12,,,,
2010,September,70,,9,,,,
2010,September,70,,,1,,,
2010,September,80,ON,10,,,,
2010,September,80,,10,,,,
2010,September,80,,6,,,,
2010,September,90,OFF,5,,,,
2010,September,90,,2,,,,
2010,September,90,,2,,,,
2010,September,90,,2,,,,
2010,September,90,,2,,,,
2010,September,90,,1,,,,
2010,September,90,,3,,,,
2010,September,90,,,4,,,
2010,September,100,ON,1,,,,
2010,September,100,,3,,,,
2010,September,100,,3,,,,
2010,September,100,,5,,,,
2010,September,100,,4,,,,
2010,September,100,,3,,,,
2010,September,100,,,11,,,
2010,September,110,OFF,2,,,,
2010,September,110,,3,,,,
2010,September,110,,2,,,,
2010,September,110,,3,,,,
2010,September,110,,10,,,,
2010,September,110,,3,,,,
2010,September,110,,4,,,,
2010,September,110,,3,,,,
2010,September,110,,1,,,,
2010,September,110,,2,,,,
2010,September,110,,1,,,,
2010,September,110,,1,,,,
2010,September,110,,2,,,,
2010,September,110,,5,,,,
2010,September,110,,2,,,,
2010,September,110,,2,,,,
2010,September,110,,1,,,,
2010,September,110,,2,,,,
2010,September,110,,6,,,,
2010,September,110,,2,,,,
2010,September,110,,,7,,,
2010,September,120,ON,2,,,,
2010,September,120,,7,,,,
2010,September,120,,7,,,,
2010,September,120,,3,,,,
2010,September,120,,4,,,,
2010,September,120,,2,,,,
2010,September,120,,2,,,,
2010,September,120,,4,,,,
2010,September,120,,3,,,,
2010,September,120,,2,,,,
2010,September,120,,3,,,,
2010,September,120,,1,,,,
2010,September,120,,,39,,,
2010,September,130,OFF,5,,,,
2010,September,130,,1,,,,
2010,September,130,,2,,,,
2010,September,130,,2,,,,
2010,September,130,,11,,,,
2010,September,130,,2,,,,
2010,September,130,,24,,,,
2010,September,130,,8,,,,
2010,September,130,,4,,,,
2010,September,130,,5,,,,
2010,September,130,,2,,,,
2010,September,130,,2,,,,
2010,September,130,,2,,,,
2010,September,130,,2,,,,
2010,September,130,,,26,,,
2010,September,140,ON,5,,,,
2010,September,140,,2,,,,
2010,September,140,,6,,,,
2010,September,140,,2,,,,
2010,September,140,,4,,,,
2010,September,140,,19,,,,
2010,September,140,,18,,,,
2010,September,140,,,8,,,
2010,September,150,OFF,4,,,,
2010,September,150,,6,,,,
2010,September,150,,4,,,,
2010,September,150,,2,,,,
2010,September,150,,2,,,,
2010,September,150,,3,,,,
2010,September,150,,5,,,,
2010,September,150,,5,,,,
2010,September,150,,6,,,,
2010,September,150,,3,,,,
2010,September,150,,4,,,,
2010,September,150,,4,,,,
2010,September,150,,6,,,,
2010,September,150,,2,,,,
2010,September,150,,2,,,,
2010,September,150,,5,,,,
2010,September,150,,7,,,,
2010,September,150,,9,,,,
2010,September,150,,4,,,,
2010,September,150,,5,,,,
2010,September,150,,13,,,,
2010,September,150,,18,,,,
2010,September,150,,3,,,,
2010,September,150,,,6,,,
2010,September,160,ON,2,,,,
2010,September,160,,3,,,,
2010,September,160,,8,,,,
2010,September,160,,3,,,,
2010,September,160,,3,,,,
2010,September,160,,5,,,,
2010,September,160,,2,,,,
2010,September,160,,11,,,,
2010,September,160,,9,,,,
2010,September,160,,8,,,,
2010,September,160,,8,,,,
2010,September,160,,6,,,,
2010,September,160,,2,,,,
2010,September,160,,,9,,,
2011,June,50,OFF,24,,,,12
2011,June,50,,13,,,,
2011,June,50,,0,0,,,
2011,June,60,ON,15,,,,
2011,June,60,,4,,,,
2011,June,60,,27,,,,
2011,June,60,,3,,,,
2011,June,60,,2,,,,
2011,June,60,,,0,,,
2011,June,70,OFF,60,,,,
2011,June,70,,,,,,
2011,June,80,ON,5,,,,
2011,June,80,,3,,,,
2011,June,80,,3,,,,
2011,June,80,,4,,,,
2011,June,80,,1,,,,
2011,June,80,,,1,,,
2011,June,90,OFF,2,,,,
2011,June,90,,,1,,,
2011,June,100,ON,13,,,,
2011,June,100,,30,,,,
2011,June,100,,,,,,
2011,June,110,OFF,1,,,,
2011,June,110,,14,,,,
2011,June,110,,30,,,,
2011,June,110,,1,,,,
2011,June,110,,7,,,,
2011,June,110,,4,,,,
2011,June,110,,25,,,,
2011,June,110,,3,,,,
2011,June,110,,33,,,,
2011,June,110,,6,,,,
2011,June,110,,,2,,,
2011,June,120,ON,10,,,,
2011,June,120,,16,,,,
2011,June,120,,1,,,,
2011,June,120,,31,,,,
2011,June,120,,18,,,,
2011,June,120,,19,,,,
2011,June,120,,8,,,,
2011,June,120,,16,,,,
2011,June,120,,1,,,,
2011,June,120,,3,,,,
2011,June,120,,2,,,,
2011,June,120,,11,,,,
2011,June,120,,18,,,,
2011,June,120,,,14,,,
2011,June,130,OFF,27,,,,
2011,June,130,,23,,,,
2011,June,130,,17,,,,
2011,June,130,,26,,,,
2011,June,130,,15,,,,
2011,June,130,,25,,,,
2011,June,130,,25,,,,
2011,June,130,,12,,,,
2011,June,130,,15,,,,
2011,June,130,,5,,,,
2011,June,130,,15,,,,
2011,June,130,,49,,,,
2011,June,130,,16,,,,
2011,June,130,,14,,,,
2011,June,130,,28,,,,
2011,June,130,,31,,,,
2011,June,130,,16,,,,
2011,June,130,,8,,,,
2011,June,130,,15,,,,
2011,June,130,,28,,,,
2011,June,130,,,,,,
2011,June,140,ON,23,,,,
2011,June,140,,,2,,,
2011,June,150,OFF,4,,,,
2011,June,150,,7,,,,
2011,June,150,,18,,,,
2011,June,150,,37,,,,
2011,June,150,,13,,,,
2011,June,150,,15,,,,
2011,June,150,,22,,,,
2011,June,150,,6,,,,
2011,June,150,,7,,,,
2011,June,150,,20,,,,
2011,June,150,,26,,,,
2011,June,150,,4,,,,
2011,June,150,,8,,,,
2011,June,150,,9,,,,
2011,June,150,,17,,,,
2011,June,150,,7,,,,
2011,June,150,,11,,,,
2011,June,150,,10,,,,
2011,June,150,,7,,,,
2011,June,150,,22,,,,
2011,June,150,,2,,,,
2011,June,150,,,0,,,
2011,June,160,ON,6,,,,
2011,June,160,,3,,,,
2011,June,160,,28,,,,
2011,June,160,,29,,,,
2011,June,160,,23,,,,
2011,June,160,,7,,,,
2011,June,160,,15,,,,
2011,June,160,,12,,,,
2011,June,160,,6,,,,
2011,June,160,,,2,,,
2011,June,170,OFF,12,,,,
2011,June,170,,11,,,,
2011,June,170,,40,,,,
2011,June,170,,15,,,,
2011,June,170,,12,,,,
2011,June,170,,9,,,,
2011,June,170,,11,,,,
2011,June,170,,5,,,,
2011,June,170,,24,,,,
2011,June,170,,8,,,,
2011,June,170,,8,,,,
2011,June,170,,,0,,,
2011,June,180,ON,8,,,,
2011,June,180,,53,,,,
2011,June,180,,13,,,,
2011,June,180,,12,,,,
2011,June,180,,9,,,,
2011,June,180,,27,,,,
2011,June,180,,8,,,,
2011,June,180,,47,,,,
2011,June,180,,4,,,,
2011,June,180,,8,,,,
2011,June,180,,24,,,,
2011,June,180,,33,,,,
2011,June,180,,4,,,,
2011,June,180,,18,,,,
2011,June,180,,23,,,,
2011,June,180,,7,,,,
2011,June,180,,19,,,,
2011,June,180,,46,,,,
2011,June,180,,21,,,,
2011,June,180,,,6,,,
2011,September,50,OFF,15,,,,14.6
2011,September,50,,45,,,,
2011,September,60,ON,15,,,,
2011,September,70,OFF,11,,,,
2011,September,70,,61,,,,
2011,September,80,ON,13,,,,
2011,September,80,,16,,,,
2011,September,80,,23,,,,
2011,September,80,,24,,,,
2011,September,80,,4,,,,
2011,September,80,,19,,,,
2011,September,80,,21,,,,
2011,September,80,,15,,,,
2011,September,80,,5,,,,
2011,September,80,,,1,,,
2011,September,90,OFF,4,,,,
2011,September,90,,2,,,,
2011,September,90,,3,,,,
2011,September,90,,1,,,,
2011,September,90,,3,,,,
2011,September,90,,4,,,,
2011,September,90,,1,,,,
2011,September,90,,2,,,,
2011,September,90,,3,,,,
2011,September,90,,6,,,,
2011,September,90,,3,,,,
2011,September,90,,2,,,,
2011,September,90,,5,,,,
2011,September,90,,1,,,,
2011,September,100,ON,1,,,,
2011,September,100,,1,,,,
2011,September,100,,20,,,,
2011,September,100,,12,,,,
2011,September,100,,10,,,,
2011,September,100,,30,,,,
2011,September,110,OFF,35,,,,
2011,September,110,,6,,,,
2011,September,110,,3,,,,
2011,September,110,,25,,,,
2011,September,110,,3,,,,
2011,September,110,,38,,,,
2011,September,110,,26,,,,
2011,September,110,,46,,,,
2011,September,110,,15,,,,
2011,September,110,,24,,,,
2011,September,110,,12,,,,
2011,September,120,ON,1,,,,
2011,September,120,,30,,,,
2011,September,120,,18,,,,
2011,September,120,,12,,,,
2011,September,120,,20,,,,
2011,September,120,,40,,,,
2011,September,120,,10,,,,
2011,September,120,,14,,,,
2011,September,120,,15,,,,
2011,September,130,OFF,4,,,,
2011,September,130,,1,,,,
2011,September,130,,12,,,,
2011,September,130,,21,,,,
2011,September,130,,10,,,,
2011,September,130,,6,,,,
2011,September,130,,22,,,,
2011,September,130,,24,,,,
2011,September,130,,26,,,,
2011,September,130,,38,,,,
2011,September,130,,16,,,,
2011,September,130,,7,,,,
2011,September,130,,4,,,,
2011,September,130,,32,,,,
2011,September,140,ON,32,,,,
2011,September,140,,4,,,,
2011,September,140,,3,,,,
2011,September,140,,15,,,,
2011,September,150,OFF,38,,,,
2011,September,150,,6,,,,
2011,September,150,,3,,,,
2011,September,150,,13,,,,
2011,September,150,,14,,,,
2011,September,150,,23,,,,
2011,September,150,,13,,,,
2011,September,150,,12,,,,
2011,September,150,,9,,,,
2011,September,150,,31,,,,
2011,September,150,,44,,,,
2011,September,160,ON,4,,,,
2011,September,160,,8,,,,
2011,September,160,,5,,,,
2011,September,160,,31,,,,
2011,September,160,,10,,,,
2011,September,160,,21,,,,
2011,September,160,,17,,,,
2011,September,170,OFF,15,,,,
2011,September,170,,30,,,,
2011,September,170,,50,,,,
2011,September,170,,19,,,,
2011,September,170,,8,,,,
2011,September,170,,22,,,,
2011,September,170,,4,,,,
2011,September,180,ON,18,,,,
2011,September,180,,13,,,,
2011,September,180,,19,,,,
2011,September,180,,5,,,,
2011,September,180,,26,,,,
2011,September,180,,16,,,,
2011,September,180,,6,,,,
2011,September,180,,23,,,,
2011,September,180,,7,,,,
2011,September,180,,20,,,,
2011,September,180,,6,,,,
2011,September,180,,15,,,,
2011,September,180,,5,,,,
2012,September,50,OFF,33,0,,,14.6
2012,September,60,ON,15,0,,,
